"A1.spc - RawData"
	"A2.spc - RawData"
	"A3.spc - RawData"
	"A4.spc - RawData"
	"A5.spc - RawData"
	"A6.spc - RawData"
	"A7.spc - RawData"
	"A8.spc - RawData"
	222.00	2.234
	222.00	2.531
	222.00	0.003
	222.00	0.017
	222.00	0.016
	222.00	0.382
	222.00	0.969
	222.00	1.495
	222.00	1.873
	222.00	2.302
	222.00	2.722
	222.00	0.025
	222.00	0.016
	222.00	0.057
	222.00	0.180
	222.00	0.304
	222.00	0.464
	222.00	0.602
	222.00	0.851

224.00	0.016
	224.00	0.013
	224.00	1.140
	224.00	1.863
	224.00	2.131
	224.00	2.499
	224.00	2.607
	224.00	2.760
	224.00	0.011
	224.00	0.009
	224.00	0.474
	224.00	0.996
	224.00	1.604
	224.00	1.960
	224.00	2.108
	224.00	2.390
	224.00	0.003
	224.00	0.012
	224.00	0.011
	224.00	0.357
	224.00	0.912
	224.00	1.408
	224.00	1.766
	224.00	2.169
	224.00	2.573
	224.00	0.019
	224.00	0.011
	224.00	0.050
	224.00	0.166
	224.00	0.284
	224.00	0.434
	224.00	0.566
	224.00	0.799

226.00	0.013
	226.00	0.010
	226.00	1.061
	226.00	1.736
	226.00	1.987
	226.00	2.338
	226.00	2.436
	226.00	2.580
	226.00	0.008
	226.00	0.006
	226.00	0.440
	226.00	0.926
	226.00	1.494
	226.00	1.825
	226.00	1.967
	226.00	2.227
	226.00	0.003
	226.00	0.009
	226.00	0.007
	226.00	0.331
	226.00	0.848
	226.00	1.312
	226.00	1.646
	226.00	2.023
	226.00	2.407
	226.00	0.015
	226.00	0.009
	226.00	0.044
	226.00	0.152
	226.00	0.262
	226.00	0.402
	226.00	0.525
	226.00	0.742

228.00	0.009
	228.00	0.007
	228.00	0.970
	228.00	1.586
	228.00	1.819
	228.00	2.141
	228.00	2.235
	228.00	2.365
	228.00	0.005
	228.00	0.004
	228.00	0.401
	228.00	0.848
	228.00	1.371
	228.00	1.671
	228.00	1.804
	228.00	2.048
	228.00	0.003
	228.00	0.006
	228.00	0.004
	228.00	0.302
	228.00	0.774
	228.00	1.200
	228.00	1.507
	228.00	1.856
	228.00	2.206
	228.00	0.012
	228.00	0.006
	228.00	0.038
	228.00	0.137
	228.00	0.238
	228.00	0.366
	228.00	0.478
	228.00	0.681

230.00	0.007
	230.00	0.005
	230.00	0.871
	230.00	1.426
	230.00	1.633
	230.00	1.925
	230.00	2.012
	230.00	2.131
	230.00	0.003
	230.00	0.002
	230.00	0.358
	230.00	0.761
	230.00	1.231
	230.00	1.500
	230.00	1.622
	230.00	1.842
	230.00	0.003
	230.00	0.004
	230.00	0.002
	230.00	0.270
	230.00	0.695
	230.00	1.079
	230.00	1.353
	230.00	1.670
	230.00	1.987
	230.00	0.010
	230.00	0.004
	230.00	0.033
	230.00	0.121
	230.00	0.212
	230.00	0.327
	230.00	0.428
	230.00	0.612

232.00	0.005
	232.00	0.003
	232.00	0.767
	232.00	1.258
	232.00	1.440
	232.00	1.698
	232.00	1.776
	232.00	1.886
	232.00	0.002
	232.00	0.001
	232.00	0.314
	232.00	0.669
	232.00	1.087
	232.00	1.323
	232.00	1.432
	232.00	1.627
	232.00	0.003
	232.00	0.002
	232.00	0.000
	232.00	0.237
	232.00	0.613
	232.00	0.950
	232.00	1.193
	232.00	1.473
	232.00	1.752
	232.00	0.008
	232.00	0.002
	232.00	0.028
	232.00	0.106
	232.00	0.186
	232.00	0.289
	232.00	0.377
	232.00	0.540

234.00	0.005
	234.00	0.002
	234.00	0.663
	234.00	1.092
	234.00	1.248
	234.00	1.471
	234.00	1.542
	234.00	1.639
	234.00	0.001
	234.00	-0.000
	234.00	0.271
	234.00	0.580
	234.00	0.942
	234.00	1.149
	234.00	1.242
	234.00	1.411
	234.00	0.003
	234.00	0.001
	234.00	-0.002
	234.00	0.205
	234.00	0.531
	234.00	0.824
	234.00	1.036
	234.00	1.276
	234.00	1.518
	234.00	0.007
	234.00	0.000
	234.00	0.023
	234.00	0.091
	234.00	0.160
	234.00	0.249
	234.00	0.326
	234.00	0.468

236.00	0.004
	236.00	0.001
	236.00	0.567
	236.00	0.929
	236.00	1.066
	236.00	1.254
	236.00	1.315
	236.00	1.402
	236.00	0.000
	236.00	-0.001
	236.00	0.232
	236.00	0.493
	236.00	0.807
	236.00	0.981
	236.00	1.061
	236.00	1.206
	236.00	0.003
	236.00	0.000
	236.00	-0.002
	236.00	0.174
	236.00	0.452
	236.00	0.703
	236.00	0.885
	236.00	1.092
	236.00	1.299
	236.00	0.005
	236.00	-0.000
	236.00	0.019
	236.00	0.076
	236.00	0.136
	236.00	0.212
	236.00	0.278
	236.00	0.398

238.00	0.003
	238.00	0.000
	238.00	0.479
	238.00	0.785
	238.00	0.901
	238.00	1.059
	238.00	1.109
	238.00	1.183
	238.00	0.000
	238.00	-0.001
	238.00	0.195
	238.00	0.416
	238.00	0.681
	238.00	0.830
	238.00	0.894
	238.00	1.019
	238.00	0.003
	238.00	-0.000
	238.00	-0.002
	238.00	0.147
	238.00	0.381
	238.00	0.594
	238.00	0.747
	238.00	0.920
	238.00	1.100
	238.00	0.004
	238.00	-0.001
	238.00	0.016
	238.00	0.064
	238.00	0.114
	238.00	0.179
	238.00	0.234
	238.00	0.337

240.00	0.002
	240.00	-0.001
	240.00	0.402
	240.00	0.659
	240.00	0.757
	240.00	0.889
	240.00	0.927
	240.00	0.987
	240.00	-0.001
	240.00	-0.001
	240.00	0.164
	240.00	0.350
	240.00	0.576
	240.00	0.695
	240.00	0.753
	240.00	0.859
	240.00	0.003
	240.00	-0.001
	240.00	-0.003
	240.00	0.123
	240.00	0.320
	240.00	0.500
	240.00	0.626
	240.00	0.775
	240.00	0.923
	240.00	0.003
	240.00	-0.001
	240.00	0.012
	240.00	0.053
	240.00	0.094
	240.00	0.148
	240.00	0.196
	240.00	0.283

242.00	0.001
	242.00	-0.002
	242.00	0.335
	242.00	0.552
	242.00	0.631
	242.00	0.740
	242.00	0.773
	242.00	0.822
	242.00	-0.002
	242.00	-0.002
	242.00	0.136
	242.00	0.292
	242.00	0.483
	242.00	0.581
	242.00	0.628
	242.00	0.716
	242.00	0.002
	242.00	-0.002
	242.00	-0.003
	242.00	0.101
	242.00	0.268
	242.00	0.417
	242.00	0.524
	242.00	0.646
	242.00	0.770
	242.00	0.001
	242.00	-0.003
	242.00	0.009
	242.00	0.043
	242.00	0.077
	242.00	0.123
	242.00	0.163
	242.00	0.237

244.00	0.001
	244.00	-0.002
	244.00	0.282
	244.00	0.465
	244.00	0.532
	244.00	0.621
	244.00	0.648
	244.00	0.691
	244.00	-0.002
	244.00	-0.002
	244.00	0.114
	244.00	0.246
	244.00	0.409
	244.00	0.491
	244.00	0.530
	244.00	0.603
	244.00	0.002
	244.00	-0.002
	244.00	-0.004
	244.00	0.085
	244.00	0.225
	244.00	0.350
	244.00	0.441
	244.00	0.545
	244.00	0.646
	244.00	0.000
	244.00	-0.003
	244.00	0.007
	244.00	0.035
	244.00	0.064
	244.00	0.103
	244.00	0.136
	244.00	0.199

246.00	0.000
	246.00	-0.003
	246.00	0.241
	246.00	0.396
	246.00	0.453
	246.00	0.528
	246.00	0.552
	246.00	0.588
	246.00	-0.002
	246.00	-0.002
	246.00	0.097
	246.00	0.209
	246.00	0.349
	246.00	0.418
	246.00	0.451
	246.00	0.515
	246.00	0.002
	246.00	-0.003
	246.00	-0.004
	246.00	0.071
	246.00	0.191
	246.00	0.298
	246.00	0.375
	246.00	0.462
	246.00	0.551
	246.00	-0.001
	246.00	-0.004
	246.00	0.005
	246.00	0.029
	246.00	0.054
	246.00	0.086
	246.00	0.115
	246.00	0.169

248.00	-0.001
	248.00	-0.003
	248.00	0.207
	248.00	0.340
	248.00	0.390
	248.00	0.454
	248.00	0.474
	248.00	0.506
	248.00	-0.003
	248.00	-0.003
	248.00	0.083
	248.00	0.180
	248.00	0.303
	248.00	0.361
	248.00	0.389
	248.00	0.443
	248.00	0.001
	248.00	-0.003
	248.00	-0.004
	248.00	0.061
	248.00	0.165
	248.00	0.258
	248.00	0.322
	248.00	0.398
	248.00	0.476
	248.00	-0.001
	248.00	-0.004
	248.00	0.003
	248.00	0.024
	248.00	0.045
	248.00	0.073
	248.00	0.099
	248.00	0.146

250.00	-0.001
	250.00	-0.004
	250.00	0.181
	250.00	0.297
	250.00	0.340
	250.00	0.395
	250.00	0.412
	250.00	0.441
	250.00	-0.003
	250.00	-0.003
	250.00	0.072
	250.00	0.157
	250.00	0.267
	250.00	0.315
	250.00	0.340
	250.00	0.389
	250.00	0.001
	250.00	-0.003
	250.00	-0.004
	250.00	0.052
	250.00	0.143
	250.00	0.225
	250.00	0.282
	250.00	0.347
	250.00	0.416
	250.00	-0.001
	250.00	-0.004
	250.00	0.002
	250.00	0.020
	250.00	0.039
	250.00	0.063
	250.00	0.085
	250.00	0.127

252.00	-0.001
	252.00	-0.004
	252.00	0.161
	252.00	0.266
	252.00	0.304
	252.00	0.353
	252.00	0.368
	252.00	0.394
	252.00	-0.003
	252.00	-0.003
	252.00	0.064
	252.00	0.140
	252.00	0.241
	252.00	0.283
	252.00	0.306
	252.00	0.349
	252.00	0.001
	252.00	-0.003
	252.00	-0.005
	252.00	0.046
	252.00	0.128
	252.00	0.201
	252.00	0.253
	252.00	0.311
	252.00	0.372
	252.00	-0.002
	252.00	-0.005
	252.00	0.002
	252.00	0.018
	252.00	0.034
	252.00	0.056
	252.00	0.076
	252.00	0.114

254.00	-0.001
	254.00	-0.004
	254.00	0.146
	254.00	0.243
	254.00	0.278
	254.00	0.321
	254.00	0.335
	254.00	0.360
	254.00	-0.003
	254.00	-0.003
	254.00	0.058
	254.00	0.127
	254.00	0.221
	254.00	0.260
	254.00	0.280
	254.00	0.319
	254.00	0.001
	254.00	-0.003
	254.00	-0.005
	254.00	0.042
	254.00	0.116
	254.00	0.183
	254.00	0.231
	254.00	0.284
	254.00	0.340
	254.00	-0.002
	254.00	-0.004
	254.00	0.001
	254.00	0.016
	254.00	0.031
	254.00	0.051
	254.00	0.069
	254.00	0.104

256.00	-0.001
	256.00	-0.003
	256.00	0.137
	256.00	0.227
	256.00	0.260
	256.00	0.301
	256.00	0.314
	256.00	0.337
	256.00	-0.002
	256.00	-0.002
	256.00	0.055
	256.00	0.119
	256.00	0.208
	256.00	0.244
	256.00	0.263
	256.00	0.300
	256.00	0.001
	256.00	-0.003
	256.00	-0.004
	256.00	0.040
	256.00	0.109
	256.00	0.172
	256.00	0.216
	256.00	0.266
	256.00	0.318
	256.00	-0.001
	256.00	-0.004
	256.00	0.001
	256.00	0.015
	256.00	0.029
	256.00	0.048
	256.00	0.065
	256.00	0.098

258.00	-0.001
	258.00	-0.003
	258.00	0.132
	258.00	0.218
	258.00	0.251
	258.00	0.290
	258.00	0.302
	258.00	0.325
	258.00	-0.003
	258.00	-0.002
	258.00	0.053
	258.00	0.115
	258.00	0.201
	258.00	0.236
	258.00	0.254
	258.00	0.290
	258.00	0.001
	258.00	-0.003
	258.00	-0.004
	258.00	0.038
	258.00	0.105
	258.00	0.166
	258.00	0.208
	258.00	0.257
	258.00	0.307
	258.00	-0.001
	258.00	-0.004
	258.00	0.001
	258.00	0.015
	258.00	0.028
	258.00	0.046
	258.00	0.062
	258.00	0.094

260.00	-0.000
	260.00	-0.003
	260.00	0.129
	260.00	0.213
	260.00	0.244
	260.00	0.283
	260.00	0.295
	260.00	0.317
	260.00	-0.003
	260.00	-0.002
	260.00	0.052
	260.00	0.112
	260.00	0.196
	260.00	0.230
	260.00	0.248
	260.00	0.283
	260.00	0.001
	260.00	-0.003
	260.00	-0.004
	260.00	0.037
	260.00	0.102
	260.00	0.161
	260.00	0.203
	260.00	0.250
	260.00	0.300
	260.00	-0.001
	260.00	-0.004
	260.00	0.001
	260.00	0.014
	260.00	0.027
	260.00	0.045
	260.00	0.061
	260.00	0.092

262.00	-0.000
	262.00	-0.003
	262.00	0.126
	262.00	0.208
	262.00	0.239
	262.00	0.277
	262.00	0.289
	262.00	0.311
	262.00	-0.002
	262.00	-0.002
	262.00	0.051
	262.00	0.110
	262.00	0.193
	262.00	0.225
	262.00	0.243
	262.00	0.278
	262.00	0.001
	262.00	-0.003
	262.00	-0.004
	262.00	0.036
	262.00	0.100
	262.00	0.158
	262.00	0.199
	262.00	0.245
	262.00	0.294
	262.00	-0.001
	262.00	-0.004
	262.00	0.001
	262.00	0.014
	262.00	0.027
	262.00	0.044
	262.00	0.060
	262.00	0.090

264.00	-0.001
	264.00	-0.003
	264.00	0.124
	264.00	0.207
	264.00	0.237
	264.00	0.275
	264.00	0.287
	264.00	0.309
	264.00	-0.002
	264.00	-0.002
	264.00	0.050
	264.00	0.109
	264.00	0.192
	264.00	0.224
	264.00	0.242
	264.00	0.276
	264.00	0.001
	264.00	-0.003
	264.00	-0.004
	264.00	0.036
	264.00	0.099
	264.00	0.157
	264.00	0.197
	264.00	0.243
	264.00	0.292
	264.00	-0.001
	264.00	-0.003
	264.00	0.001
	264.00	0.014
	264.00	0.027
	264.00	0.044
	264.00	0.059
	264.00	0.089

266.00	-0.000
	266.00	-0.003
	266.00	0.124
	266.00	0.205
	266.00	0.236
	266.00	0.273
	266.00	0.286
	266.00	0.308
	266.00	-0.002
	266.00	-0.002
	266.00	0.050
	266.00	0.108
	266.00	0.191
	266.00	0.223
	266.00	0.241
	266.00	0.275
	266.00	0.001
	266.00	-0.002
	266.00	-0.004
	266.00	0.036
	266.00	0.099
	266.00	0.156
	266.00	0.196
	266.00	0.243
	266.00	0.291
	266.00	-0.001
	266.00	-0.003
	266.00	0.001
	266.00	0.014
	266.00	0.027
	266.00	0.044
	266.00	0.059
	266.00	0.089

268.00	-0.000
	268.00	-0.003
	268.00	0.119
	268.00	0.198
	268.00	0.228
	268.00	0.264
	268.00	0.277
	268.00	0.299
	268.00	-0.002
	268.00	-0.002
	268.00	0.048
	268.00	0.104
	268.00	0.184
	268.00	0.216
	268.00	0.233
	268.00	0.267
	268.00	0.001
	268.00	-0.003
	268.00	-0.004
	268.00	0.035
	268.00	0.095
	268.00	0.150
	268.00	0.189
	268.00	0.235
	268.00	0.282
	268.00	-0.001
	268.00	-0.003
	268.00	0.001
	268.00	0.013
	268.00	0.025
	268.00	0.042
	268.00	0.057
	268.00	0.086

270.00	-0.001
	270.00	-0.003
	270.00	0.111
	270.00	0.186
	270.00	0.214
	270.00	0.248
	270.00	0.260
	270.00	0.282
	270.00	-0.003
	270.00	-0.002
	270.00	0.045
	270.00	0.097
	270.00	0.174
	270.00	0.203
	270.00	0.220
	270.00	0.252
	270.00	0.001
	270.00	-0.003
	270.00	-0.004
	270.00	0.032
	270.00	0.089
	270.00	0.141
	270.00	0.178
	270.00	0.220
	270.00	0.265
	270.00	-0.001
	270.00	-0.004
	270.00	0.001
	270.00	0.012
	270.00	0.024
	270.00	0.039
	270.00	0.053
	270.00	0.080

272.00	-0.001
	272.00	-0.003
	272.00	0.103
	272.00	0.170
	272.00	0.197
	272.00	0.229
	272.00	0.241
	272.00	0.262
	272.00	-0.002
	272.00	-0.002
	272.00	0.041
	272.00	0.090
	272.00	0.162
	272.00	0.188
	272.00	0.204
	272.00	0.235
	272.00	0.001
	272.00	-0.003
	272.00	-0.004
	272.00	0.030
	272.00	0.082
	272.00	0.130
	272.00	0.165
	272.00	0.204
	272.00	0.247
	272.00	-0.001
	272.00	-0.003
	272.00	0.001
	272.00	0.011
	272.00	0.022
	272.00	0.036
	272.00	0.049
	272.00	0.075

274.00	-0.001
	274.00	-0.003
	274.00	0.092
	274.00	0.153
	274.00	0.178
	274.00	0.207
	274.00	0.219
	274.00	0.239
	274.00	-0.003
	274.00	-0.002
	274.00	0.037
	274.00	0.081
	274.00	0.146
	274.00	0.170
	274.00	0.185
	274.00	0.214
	274.00	0.000
	274.00	-0.003
	274.00	-0.004
	274.00	0.026
	274.00	0.074
	274.00	0.117
	274.00	0.149
	274.00	0.185
	274.00	0.224
	274.00	-0.001
	274.00	-0.004
	274.00	0.000
	274.00	0.010
	274.00	0.019
	274.00	0.032
	274.00	0.044
	274.00	0.068

276.00	-0.001
	276.00	-0.003
	276.00	0.079
	276.00	0.131
	276.00	0.154
	276.00	0.179
	276.00	0.191
	276.00	0.210
	276.00	-0.003
	276.00	-0.002
	276.00	0.032
	276.00	0.069
	276.00	0.128
	276.00	0.148
	276.00	0.162
	276.00	0.188
	276.00	0.000
	276.00	-0.003
	276.00	-0.004
	276.00	0.022
	276.00	0.063
	276.00	0.101
	276.00	0.128
	276.00	0.161
	276.00	0.196
	276.00	-0.001
	276.00	-0.003
	276.00	-0.000
	276.00	0.008
	276.00	0.016
	276.00	0.028
	276.00	0.038
	276.00	0.059

278.00	-0.001
	278.00	-0.003
	278.00	0.064
	278.00	0.106
	278.00	0.126
	278.00	0.146
	278.00	0.157
	278.00	0.176
	278.00	-0.003
	278.00	-0.002
	278.00	0.026
	278.00	0.056
	278.00	0.107
	278.00	0.123
	278.00	0.134
	278.00	0.158
	278.00	0.000
	278.00	-0.003
	278.00	-0.004
	278.00	0.018
	278.00	0.051
	278.00	0.083
	278.00	0.106
	278.00	0.133
	278.00	0.164
	278.00	-0.001
	278.00	-0.003
	278.00	-0.001
	278.00	0.006
	278.00	0.013
	278.00	0.022
	278.00	0.031
	278.00	0.049

280.00	-0.001
	280.00	-0.003
	280.00	0.048
	280.00	0.079
	280.00	0.095
	280.00	0.112
	280.00	0.122
	280.00	0.139
	280.00	-0.003
	280.00	-0.002
	280.00	0.019
	280.00	0.043
	280.00	0.084
	280.00	0.095
	280.00	0.106
	280.00	0.125
	280.00	0.000
	280.00	-0.003
	280.00	-0.004
	280.00	0.013
	280.00	0.039
	280.00	0.063
	280.00	0.081
	280.00	0.103
	280.00	0.129
	280.00	-0.001
	280.00	-0.003
	280.00	-0.001
	280.00	0.004
	280.00	0.009
	280.00	0.016
	280.00	0.024
	280.00	0.038

282.00	-0.001
	282.00	-0.003
	282.00	0.034
	282.00	0.057
	282.00	0.070
	282.00	0.082
	282.00	0.092
	282.00	0.109
	282.00	-0.003
	282.00	-0.002
	282.00	0.014
	282.00	0.031
	282.00	0.065
	282.00	0.072
	282.00	0.081
	282.00	0.098
	282.00	0.000
	282.00	-0.003
	282.00	-0.004
	282.00	0.009
	282.00	0.028
	282.00	0.046
	282.00	0.060
	282.00	0.077
	282.00	0.099
	282.00	-0.001
	282.00	-0.003
	282.00	-0.002
	282.00	0.002
	282.00	0.006
	282.00	0.011
	282.00	0.017
	282.00	0.030

284.00	-0.001
	284.00	-0.003
	284.00	0.025
	284.00	0.042
	284.00	0.054
	284.00	0.064
	284.00	0.074
	284.00	0.090
	284.00	-0.003
	284.00	-0.002
	284.00	0.010
	284.00	0.023
	284.00	0.052
	284.00	0.057
	284.00	0.066
	284.00	0.081
	284.00	0.000
	284.00	-0.003
	284.00	-0.004
	284.00	0.006
	284.00	0.020
	284.00	0.036
	284.00	0.047
	284.00	0.062
	284.00	0.080
	284.00	-0.001
	284.00	-0.003
	284.00	-0.002
	284.00	0.001
	284.00	0.004
	284.00	0.008
	284.00	0.013
	284.00	0.024

286.00	-0.001
	286.00	-0.003
	286.00	0.020
	286.00	0.034
	286.00	0.045
	286.00	0.054
	286.00	0.064
	286.00	0.080
	286.00	-0.003
	286.00	-0.002
	286.00	0.009
	286.00	0.019
	286.00	0.045
	286.00	0.049
	286.00	0.057
	286.00	0.072
	286.00	0.000
	286.00	-0.003
	286.00	-0.004
	286.00	0.005
	286.00	0.017
	286.00	0.030
	286.00	0.039
	286.00	0.053
	286.00	0.071
	286.00	-0.001
	286.00	-0.003
	286.00	-0.002
	286.00	-0.000
	286.00	0.002
	286.00	0.007
	286.00	0.011
	286.00	0.021

288.00	-0.001
	288.00	-0.002
	288.00	0.018
	288.00	0.030
	288.00	0.041
	288.00	0.050
	288.00	0.060
	288.00	0.076
	288.00	-0.003
	288.00	-0.002
	288.00	0.008
	288.00	0.017
	288.00	0.042
	288.00	0.045
	288.00	0.053
	288.00	0.068
	288.00	0.000
	288.00	-0.003
	288.00	-0.004
	288.00	0.004
	288.00	0.015
	288.00	0.027
	288.00	0.036
	288.00	0.050
	288.00	0.067
	288.00	-0.001
	288.00	-0.003
	288.00	-0.002
	288.00	-0.000
	288.00	0.002
	288.00	0.006
	288.00	0.010
	288.00	0.019

290.00	-0.001
	290.00	-0.003
	290.00	0.017
	290.00	0.028
	290.00	0.039
	290.00	0.048
	290.00	0.059
	290.00	0.075
	290.00	-0.003
	290.00	-0.002
	290.00	0.007
	290.00	0.016
	290.00	0.040
	290.00	0.043
	290.00	0.051
	290.00	0.066
	290.00	0.000
	290.00	-0.003
	290.00	-0.005
	290.00	0.003
	290.00	0.014
	290.00	0.026
	290.00	0.035
	290.00	0.048
	290.00	0.065
	290.00	-0.001
	290.00	-0.003
	290.00	-0.002
	290.00	-0.001
	290.00	0.002
	290.00	0.005
	290.00	0.010
	290.00	0.018

292.00	-0.001
	292.00	-0.002
	292.00	0.017
	292.00	0.028
	292.00	0.038
	292.00	0.048
	292.00	0.058
	292.00	0.075
	292.00	-0.003
	292.00	-0.003
	292.00	0.007
	292.00	0.016
	292.00	0.039
	292.00	0.042
	292.00	0.051
	292.00	0.065
	292.00	0.000
	292.00	-0.003
	292.00	-0.004
	292.00	0.003
	292.00	0.014
	292.00	0.026
	292.00	0.034
	292.00	0.047
	292.00	0.065
	292.00	-0.000
	292.00	-0.003
	292.00	-0.002
	292.00	-0.001
	292.00	0.002
	292.00	0.005
	292.00	0.009
	292.00	0.018

294.00	-0.001
	294.00	-0.003
	294.00	0.016
	294.00	0.027
	294.00	0.038
	294.00	0.048
	294.00	0.058
	294.00	0.074
	294.00	-0.004
	294.00	-0.002
	294.00	0.007
	294.00	0.015
	294.00	0.038
	294.00	0.041
	294.00	0.050
	294.00	0.064
	294.00	0.000
	294.00	-0.003
	294.00	-0.004
	294.00	0.003
	294.00	0.013
	294.00	0.025
	294.00	0.034
	294.00	0.047
	294.00	0.064
	294.00	-0.001
	294.00	-0.003
	294.00	-0.003
	294.00	-0.001
	294.00	0.001
	294.00	0.005
	294.00	0.009
	294.00	0.018

296.00	-0.001
	296.00	-0.003
	296.00	0.016
	296.00	0.027
	296.00	0.037
	296.00	0.046
	296.00	0.057
	296.00	0.073
	296.00	-0.003
	296.00	-0.002
	296.00	0.007
	296.00	0.015
	296.00	0.037
	296.00	0.040
	296.00	0.049
	296.00	0.062
	296.00	0.000
	296.00	-0.003
	296.00	-0.004
	296.00	0.003
	296.00	0.013
	296.00	0.024
	296.00	0.033
	296.00	0.046
	296.00	0.063
	296.00	-0.001
	296.00	-0.003
	296.00	-0.003
	296.00	-0.001
	296.00	0.001
	296.00	0.005
	296.00	0.009
	296.00	0.017

298.00	-0.001
	298.00	-0.003
	298.00	0.016
	298.00	0.026
	298.00	0.036
	298.00	0.045
	298.00	0.055
	298.00	0.071
	298.00	-0.003
	298.00	-0.002
	298.00	0.006
	298.00	0.014
	298.00	0.036
	298.00	0.038
	298.00	0.046
	298.00	0.060
	298.00	0.000
	298.00	-0.003
	298.00	-0.005
	298.00	0.002
	298.00	0.012
	298.00	0.024
	298.00	0.032
	298.00	0.044
	298.00	0.061
	298.00	-0.001
	298.00	-0.003
	298.00	-0.002
	298.00	-0.001
	298.00	0.001
	298.00	0.004
	298.00	0.008
	298.00	0.017

300.00	-0.002
	300.00	-0.003
	300.00	0.015
	300.00	0.024
	300.00	0.034
	300.00	0.042
	300.00	0.052
	300.00	0.067
	300.00	-0.003
	300.00	-0.003
	300.00	0.006
	300.00	0.013
	300.00	0.034
	300.00	0.036
	300.00	0.044
	300.00	0.057
	300.00	-0.000
	300.00	-0.003
	300.00	-0.005
	300.00	0.002
	300.00	0.011
	300.00	0.022
	300.00	0.030
	300.00	0.042
	300.00	0.058
	300.00	-0.001
	300.00	-0.003
	300.00	-0.003
	300.00	-0.001
	300.00	0.001
	300.00	0.003
	300.00	0.007
	300.00	0.016

302.00	-0.002
	302.00	-0.003
	302.00	0.014
	302.00	0.023
	302.00	0.032
	302.00	0.040
	302.00	0.049
	302.00	0.063
	302.00	-0.003
	302.00	-0.003
	302.00	0.006
	302.00	0.013
	302.00	0.032
	302.00	0.033
	302.00	0.041
	302.00	0.053
	302.00	-0.000
	302.00	-0.003
	302.00	-0.005
	302.00	0.002
	302.00	0.011
	302.00	0.021
	302.00	0.028
	302.00	0.039
	302.00	0.054
	302.00	-0.001
	302.00	-0.003
	302.00	-0.003
	302.00	-0.002
	302.00	0.000
	302.00	0.003
	302.00	0.007
	302.00	0.014

304.00	0.000
	304.00	-0.001
	304.00	0.014
	304.00	0.023
	304.00	0.030
	304.00	0.038
	304.00	0.045
	304.00	0.058
	304.00	-0.002
	304.00	-0.001
	304.00	0.006
	304.00	0.013
	304.00	0.032
	304.00	0.032
	304.00	0.039
	304.00	0.049
	304.00	0.002
	304.00	-0.001
	304.00	-0.003
	304.00	0.003
	304.00	0.011
	304.00	0.021
	304.00	0.027
	304.00	0.038
	304.00	0.051
	304.00	0.000
	304.00	-0.002
	304.00	-0.001
